	Classificação Spider	Statement SQL gerado automaticamente	Statement SQL gerado pelo humano (corrigido?)	Id	Id	Acerto/errou	wh-question	Com asterisco = errada		Consulta em português	Consulta em inglês	Statement em SQL gerado pelo humano	Consulta em português no domínio de declaração de viagem internacional	Consulta em inglês no domínio de declaração de viagem internacional	Statement em SQL gerado pelo humano no domínio de declaração de viagem internacional	Revisado_1	Pré-classificação conceitual	Comentário
	extra							refinei para adequar à consulta		Em quais casos a atividade 'new' foi executada em março de 2016 ?	 	por que o aluno colocou o "active" tb? Acho que não precisa	 					
	extra									Recupere os identificadores dos casos em que a atividade 'new' foi executada entre 1/03/2016 a 31/03/2016.								
	extra									Quais são os casos em que houve execução da atividade 'new' durante o mês de março do ano de 2016?								
	extra									Liste os identificadores dos casos nos quais há execução da atividade 'new' no mês de março de 2016?								
	extra									Em quais casos um evento envolvendo a atividade 'new' ocorreu durante o mês de março de 2016? Mostre apenas o identificador dos casos.								
	extra									Recupere as instâncias de processo nas quais a atividade 'new' foi executada durante o mês de março do ano de 2016.								
	extra									Em quais instâncias de processo ocorreram eventos relacionados à atividade 'new' no mês de março de 2016.								
	extra									Liste os identificadores das instâncias de processo que possuem eventos referentes à atividade 'new' ocorridos entre 1/03/2016 a 31/03/2016.	 	 	 					
											(fazer inglês)							
																		
90	?							nova consulta		Quais casos foram iniciados com a execução da atividade 'new' em março de 2016.			Quais casos foram iniciados com a execução da atividade 'inicio de viagem' em março de 2017.			N	casos	Precisa criar um enunciado para o domínio de viagem.
	?									Em quais casos a atividade 'new' foi primeiramente executada e no período de 1/03/2016 a 31/03/2016?								
	?									Quais são os casos iniciados pela execução da atividade 'new' em março de 2016?								
	?									Liste os identificadores dos casos nos quais houve execução da atividade 'new' associada ao primeiro evento, necessariamente no mês de março de 2016.								
	?									Recupere as instâncias de processo nas quais a atividade 'new' foi a primeira a ser executada e dentro do período de 1/03/2016 a 31/03/2016. Informe apenas o identificador dessas instâncias de processo.								
	?									Liste os identificadores das instâncias de processo cujo primeiro evento é referente à atividade 'new' e ocorreu entre 1/03/2016 a 31/03/2016.	(fazer inglês)							
																		
91	medium	SELECT log1.resource FROM log1 GROUP BY log1.resource HAVING Count(*) > 'terminal'	SELECT resource, count(activity) FROM log4 GROUP BY resource HAVING COUNT(activity) > 5	2783	2783			Original (tem semântica)		Quais os recursos tem mais de 5 atuações nos incidentes?	Which resources have more than 5 actions on incidents?	SELECT resource, count(activity) as numeroAtividades FROM log4_excerpt18 GROUP BY resource HAVING COUNT(activity) > 5	Quais os recursos tem mais de 5 atuações nas declarações?		SELECT DISTINCT resource FROM events_log GROUP BY resource, idcase HAVING COUNT(*) > 5	S	recurso	Similar a nova consulta da 2766 porém com recurso aqui. Uma outra consulta SQL agrupado pelo caso também, ao invés de trazer apenas o recurso.
	medium									Quais recursos atuaram mais de cinco vezes em um incidente?	 	 	 					
	medium									Quais recursos atuaram mais de cinco vezes em um mesmo caso?	 	 	 					
	medium									Quais recursos atuaram mais de cinco vezes em um incidente e quantas vezes ele atuou?								
	medium									Quais recursos atuaram mais de cinco vezes em um mesmo caso e quantas vezes ele atuou?								
	medium									Liste todos os recursos que atuaram mais de cinco vezes em um mesmo caso e informe em quantos eventos ele atuou.								
	medium									Se um recurso atuou mais de cinco vezes em um mesmo caso, liste o nome do recurso e a quantidade de vezes que ele atuou.								
	medium									Caso um recurso tenha atuado em mais de cinco eventos em um mesmo caso, liste o nome deste recurso e em quantos eventos ele atuou.								
	medium									Liste os recursos que trabalharam na execução de mais de cinco eventos em um mesmo caso, e também a quantidade de eventos em que ele trabalhou.								
	medium									Quais recursos foram alocados para mais de cinco eventos em um mesmo caso e quantas vezes eles foram alocados em cada um desses casos?								
											(fazer inglês)							
																		
92	hard	SELECT log1.activity FROM log1 GROUP BY log1.activity ORDER BY Count(*) Desc LIMIT 1	SELECT activity, COUNT(activity) FROM log6 GROUP BY activity ORDER BY count(activity) DESC LIMIT 1	2787	2787			Original		Qual é a atividade que é mais recorrente no log?	What activity is most recurrent in the log?	select activity, COUNT(activity) as qtd from log6_excerpt29 group by activity order by count(activity) DESC limit 1	Qual é a atividade que é mais recorrente no log?		select activity from events_log group by activity order by count(activity) DESC limit 1	S	atividade	
	hard									Qual atividade aparece mais vezes no log de eventos?	Which activity appears most often in the event log?	 	 		select activity from events_log group by activity order by count(*) DESC limit 1			
	hard									Qual é o nome da atividade que foi executada mais vezes nesse processo de negócio?	What is the name of the activity that was executed the most times in this business process?	 	 					
	hard									Informe o nome da atividade mais frequente nesse log de eventos.	Inform the name of the most frequent activity in this event log.	 	 					
																		
93	hard	SELECT log1.resource FROM log1 JOIN log3 WHERE log1.activity = 'terminal' GROUP BY log1.resource ORDER BY Count(*) Desc LIMIT 1	SELECT resource, COUNT(resource) FROM log6 WHERE activity = 'In Progress' GROUP BY resource ORDER BY count(resource) DESC	2788	2788			*Original (a requisição não corresponde exatamente à consulta)		Quais os recursos que mais atuam na atividade 'In Progress'? Considerando do maior para o menor.	What resources are most active in the 'In Progress' activity? Considering from the biggest to the smallest.	select resource, COUNT(resource) as qtd from log6_excerpt29 where activity = 'In Progress' group by resource order by count(resource) DESC limit 10	Quais os 10 recursos que mais atuam na atividade 'declaração final aprovada pelo supervisor'? Considerando do maior para o menor.	What are the 10 most active resources in the activity 'declaration final approved by supervisor'? Considering from largest to smallest.	select resource, COUNT(*) from events_log where activity = 'Declaration approved by supervisor' group by resource order by count(*) DESC limit 10	S	recurso	Similar 2688 e 2756
	hard							(fiz uma nova para atender à consulta e mudei a requisição aqui nesta)		Quais os 10 recursos que mais atuam na atividade 'In Progress'? Considerando do maior para o menor.	What are the 10 most active resources in the activity 'In Progress'? Considering from largest to smallest.	 	 					
	hard									Apresente em ordem descrescente, os 10 recursos que mais atuam na atividade "In Progress".	Present in descending order, the 10 resources that most act in the activity "In Progress".	 	 					
																		
94	?							nova consulta		Apresente os recursos presentes no log de eventos ordenando-os por ordem descrescente do número de vezes em que cada um atuou na atividade "In Progress".	Present the resources existent in the event log by ordering them in descending order of the number of times each one acted in the activity "In Progress".	select resource, COUNT(resource) as qtd from log6_excerpt29 where activity = 'In Progress' group by resource order by count(resource) DESC	Apresente os recursos presentes no log de eventos ordenando os por ordem descrescente do número de vezes em que cada um atuou na atividade "declaração final aprovada pelo supervisor".	Present the resources existent in the event log by ordering them in descending order of the number of times each one acted in the activity "declaration final approved by supervisor".	select resource, COUNT(*) from events_log where activity = 'Declaration approved by supervisor' group by resource order by count(*) DESC	S	recurso	Similar 2688 e 2756
	?									Liste os recursos existente no log de eventos em ordem descrescente do número de vezes em que cada um deles atuou na atividade 'In Progress'. 								
	?									Liste todos os recursos de forma descrescente considerando o número de vezes em que cada um foi associado à execução da atividade 'In Progress'.								
	?									Apresente uma lista dos recursos que atuaram na execução da atividade 'In Progress'. Ordene a lista pelo número de vezes em que cada recurso esteve associado à atividade.								
											(fazer inglês)							
																		
95	extra	SELECT Count(*) FROM log1 WHERE log1.idcase = 'terminal' UNION SELECT log1.idcase FROM log1 WHERE log1.idcase = 'terminal'	SELECT count(DISTINCT idcase) FROM log6 WHERE activity = 'Assigned' AND resource IN (SELECT resource FROM log6 where resource = 'Marie' OR resource = 'Peter')	2789	2789			*Original - não parece um uso correto da semãntica da atividade		Quantos problemas foram atribuídos à Peter e Marie?	How many problem were Peter and Marie assigned to?	select count(distinct idcase) from log6_excerpt29 where resource in ('Marie', 'Peter') and activity = 'Assigned'	Em quantos cases os recursos Eugene ou Marie foram associados à execução da atividade 'declaração aprovada pelo responsável pelo orçamento'?	How many cases were Eugene or Marie assigned to activity execution 'declaration approved by budget owner'?	select count(distinct idcase), resource from events_log where resource='Marie' or resource='Eugene' and activity = 'Declaration approved by budget owner' group by resource	S	casos	
	extra							reescrevi (acho que é OU e não E)		Em quantos casos os recursos Peter ou Marie foram associados à execução da atividade 'assigned'?	 	 	 					
	extra							embora eu ache que uma pessoa normal usaria E no seu discurso		Em quantos casos houve associação entre os recursos Peter ou Marie e a execução da atividade 'assigned'?								
	extra									Informe a quantidade de casos em que a atividade 'assigned' foi associada aos recursos Peter ou Marie.								
	extra									Em quantos casos a atividade 'assigned' foi associada aos recursos Peter ou Marie?								
	extra									Em quantos casos eventos relacionados à atividade 'assigned' foram associados aos recursos Peter ou Marie?								
	extra									Qual é a quantidade de instâncias de processos em que a atividade 'assigned' foi associada ao recurso Peter ou ao recurso Marie?								
	extra									Informe a quantidade de casos em que a atividade 'assigned' foi associada aos recursos Peter ou Marie.								
											(fazer inglês)	 	 					
																		
96	hard	SELECT log2.activity FROM log2 WHERE log1.idcase = 'terminal' EXCEPT SELECT log2.activity FROM log1 WHERE log1.idcase = 'terminal'	SELECT activity FROM log6 WHERE idcase = '1-147898401' EXCEPT SELECT activity FROM log6 WHERE idcase = '1-236817141'	2790	2790			Original		Existem atividades no idcase 'X' que não acontecem no idcase 'Y'?	Are there activities in idcase 'X' that do not happen in idcase 'Y'?	select activity from log6_excerpt29 where idcase = '1-147898401' except select activity from log6_excerpt29 where idcase = '1-236817141'	Liste todas as atividades que foram executadas no caso 'declaração 49464' mas não foram executadas no caso 'declaração 76667'.	List all activities that were performed on case 'declaration 49464' but were not performed on case 'declaration 76667'.	select activity from events_log where idcase = 'declaration 49464' except select activity from events_log where idcase = 'declaration 76667'	S	atividade	
	hard							(colocar valores no X e Y e refinar)		Quais atividades existentes no idcase '1-147898401' não acontecem no idcase '1-236817141'?	Which activities existing in idcase '1-147898401' do not happen in idcase '1-236817141'?	 	 					
	hard							(boa ideia de requisição)		Liste todas as atividades que foram executadas no caso '1-147898401' mas não foram executadas no caso '1-236817141'.	List all activities that were performed on case '1-147898401' but were not performed on case '1-236817141'.	 	 					
	hard									Recupere o nome das atividades que fizeram parte do caso '1-147898401' e não fizeram parte do caso '1-236817141'.	Retrieve the name of activities that were part of case '1-147898401' and not part of case '1-236817141'.	 	 					
																		
97	extra	SELECT log1.resource FROM log1 JOIN log2 WHERE log2.activity = 'terminal' GROUP BY log1.resource HAVING Count(*) > 'terminal'	SELECT resource, count(activity) FROM log6 WHERE activity = 'Closed' GROUP BY idcase, resource, activity HAVING count(activity) >= 2	2791	2791			Original		Quais recursos atuaram na atividade 'closed' mais do que duas vezes?	Which resources acted in the 'closed' activity more than twice?	select resource, count(activity) from log6_excerpt28 where activity = 'Closed' group by idcase, resource, activity having count(activity) >= 2	Quais recursos atuaram na atividade 'declaração requisitada pelo funcionário' mais do que duas vezes?	Which resources acted in the 'declaration submitted by employee' activity more than twice?	select resource, count(activity) from events_log where activity = 'Declaration submitted by employee' group by resource having count(activity) >= 2	S	recurso	Utilizar count(activity) e count(*) nesse contexto são similares, uma vez que não existirão atividades null
	extra									Quais recursos atuaram na atividade 'closed' mais do que duas vezes? Liste também a contagem de atuações de cada recurso nesta atividade.	 	 	 		select resource, count(*) from events_log where activity = 'Declaration submitted by employee' group by resource having count(*) >= 2			
	extra									Para cada recurso que atuou na atividade 'closed mais do que duas vezes, informe o número de vezes em que essa atuação ocorreu.								
	extra							Fica implícito que o nome do recurso ou a informação sobre isso tem que vir junto, certo?		Informe quantas vezes cada recurso atuou na atividade 'closed' caso isso tenha ocorrido mais do que duas vezes.								
	extra									Se um recurso atuou mais do que duas vezes na atividade 'closed', informe o nome do recurso e o número de vezes em que essa atuação ocorreu.								
	extra									Caso um recurso tenha atuado em mais de um evento referente à atividade 'closed', informe o nome deste recurso e a quantidade de eventos em que essa atuação ocorreu.								
											(fazer inglês)	 	 					
																		
98	medium	SELECT log1.resource FROM log1 WHERE log1.startdatetime >= 'terminal' AND log1.enddatetime <= 'terminal'	SELECT DISTINCT idcase FROM log6 WHERE activity = 'In Progress' AND startdatetime BETWEEN '2012-05-01' AND '2012-05-02'	2792	2792			Original - inadequada, usou semântica.		Quais problemas estavam em progresso entre '2012-05-01' e '2012-05-10'?	Which problems were in progress between '2012-05-01' and '2012-05-10'?	select distinct idcase from log6_excerpt29 where activity = 'In Progress' and startdatetime between '2012-05-01' and '2012-05-02'	Quais cases passaram pela atividade 'requisição pagamento' entre '2017-05-01' e '2017-05-10'?	Which cases passed through 'request payment' activity between '2017-05-01' and '2017-05-10'?	SELECT DISTINCT idcase FROM events_log WHERE activity = 'Request payment' AND timestamp BETWEEN '2017-05-01' AND '2017-05-10'	S	casos	parecida com a 2735
	medium							Reformulada		Quais casos passaram pela atividade 'em progresso' entre '2012-05-01' e '2012-05-10'?	 	 	 					
	medium									Quais casos passaram pela atividade 'em progresso' nos primeiros dez dias do mês de maio de 2012?	 	 	 					
	medium									Quais instâncias de processo executaram a atividade 'em progresso' nos primeiros dez dias do mês de maio de 2012?								
	medium									Informe o identificador dos casos que possuem registro da execução da atividade 'em progresso' entre  '2012-05-01' e '2012-05-10'.								
	medium									Quais casos passaram pela atividade 'em progresso' entre primeiro de maio de 2012 e 10 de maio de 2012?								
	medium									Recupere os identificadores dos casos nos quais eventos associados à execução da atividade 'em progresso' ocorreram entre  '2012-05-01' e '2012-05-10'.								
											(fazer inglês)							
																		
99	medium	SELECT Count(*), log5.idcase FROM log5 GROUP BY log5.idcase	SELECT idcase, count(DISTINCT resource) FROM log3 GROUP BY idcase	2795	2795					Quantos ids de 'resources' existem para cada 'idcase'?	How many ids of 'resources' are there for each 'idcase'?	SELECT idcase, count(distinct resource) as num_resources_id FROM public.log3_excerpt15 group by 1;	Quantos ids de 'recursos' existem para cada id de 'caso'?		SELECT idcase, count(distinct resource) FROM events_log group by idcase	S	recurso, cases	
	medium									Quantos recursos trabalharam em cada caso?	 	 	 					
	medium									Informe quantos recursos foram necessários para a execução de cada caso.								
	medium									Informe a quantidade de recursos associados a cada um dos casos.								
	medium									Quantos recursos atuaram em cada instância de processos?								
	medium									Recupere a informação sobre a quantidade de recursos que trabalharam na execução de cada instância de processo.								
	medium									Qual foi a quantidade de recursos necessária para a execução de cada caso?								
											(fazer inglês)	 	 					
																		
100	extra	SELECT log1.resource FROM log1 WHERE log1.resource = 'terminal'	SELECT DISTINCT idcase FROM log5 WHERE resource = 'Niklas' AND idcase NOT IN (SELECT idcase FROM log5 WHERE resource != 'Niklas')	2796	2796			Original		Quais problemas foram inteiramente tratados por Niklas?	Which problems were fully handle by Niklas?	SELECT DISTINCT idcase FROM log5_excerpt21 WHERE resource = 'Niklas' AND idcase <> ALL (SELECT idcase FROM log5_excerpt21 WHERE resource <> 'Niklas')	Quais cases foram interamente tratados por Christopher?	Which cases were fully handled by Christopher?	SELECT idcase from events_log group by idcase HAVING COUNT(DISTINCT resource) = 1 AND resource = 'Christopher'	S	casos	parecida com a 2734
	extra							ótima consulta		Quais casos foram inteiramente tratados por Niklas?	 	fiquei confusa, funciona e está retornando o resultado correto?	 					
	extra									Quais instâncias de processos foram inteiramente de responsabilidade de Niklas?								
	extra									Em quais casos o recurso Niklas atuou sendo o responsável pela execução de todas as atividades?								
	extra									Informe em quais casos o recurso Niklas atuou como o único responsável.								
	extra									Quais instâncias de processo foram inteiramente tratadas pelo colaborador Niklas?								
	extra									Quais instâncias de processo foram totalmente tratadas pelo funcionário Niklas?								
											(fazer inglês)	 	 					
																		
101	?							nova consulta		Quais casos foram inteiramente tratados pelo mesmo recurso?	 	fazer	Quais cases foram interamente tratados pelo mesmo recurso?	Which cases were fully handled by the same resource?	SELECT idcase from events_log group by idcase HAVING COUNT(DISTINCT resource) = 1	S	casos	similar a 2734
	?							(achei que poderia ser boa)		Quais instâncias de processo foram totalmente tratadas pelo mesmo recurso?								
	?									Quais casos foram totalmente tratados por um único recurso?								
	?									Liste os casos em que todas as atividades foram executadas por um mesmo recurso.								
	?									Liste os casos em que todos os eventos foram associados a um mesmo recurso.								
	?									Quais instâncias de processo foram inteiramente de responsabilidade de um mesmo colaborador?								
	?									Informe quais instâncias de processo foram executadas por um mesmo funcionário.								
											(fazer inglês)	 	 					
																		
102	medium	SELECT log1.idcase FROM log1 GROUP BY log1.idcase HAVING Count(*) > 'terminal'	SELECT idcase, enddatetime, count(idevent) FROM log7 GROUP BY idcase, enddatetime HAVING count(idevent) > 1	2799	2799			Original		Quais 'idcases' registraram multiplos 'events' em um dia?	Which 'idcases' registered multiple 'events' in one day?	SELECT idcase, enddatetime, count(idevent) as n_events FROM public.log7_excerpt35 group by 1,2 HAVING COUNT(3) > 1	Quais 'idcaso' registraram multiplos 'eventos' em um dia?			N	casos	Avaliar como tratar essas questões de datas nas consultas
	medium							Embora as paráfrase queiram dizer a mesma coisa, eu acho que mais de um consulta SQL pode ser derivada a depender do enunciado que é usado. 		Quais casos registraram múltiplos eventos em um dia?	 	 	 					
	medium									Quais casos registraram mais de um evento em um dia?								
	medium									Quais casos foram executandos em mais de um dia?								
	medium									Quais casos se estenderam por mais de um dia?								
	medium									Quais casos envolvem eventos executados em dias diferentes?								
											(fazer inglês)	 	 					
																		
103	extra	SELECT log1.idcase, Count(*) FROM log1 WHERE log1.costevent = 'terminal' GROUP BY log1.idcase	select idcase, resource, COUNT(*) from log7 where costevent = 'null' GROUP BY idcase, resource	2800	2800			Original (pode ser melhorada)		Para cada case, existem quantos eventos de custo nulo em cada recurso?	For each case, how many null-cost events are there in each resource?	SELECT idcase, resource, COUNT(case when costevent is NULL then 1 end) FROM public.log7_excerpt35 group by 1,2	Para cada caso, existem quantos eventos de custo nulo associados a cada recurso?		select idcase, resource, count(*) FROM events_log WHERE cost IS NULL GROUP BY idcase, resource	S	casos, recursos	
	extra							Melhorada		Para cada caso, existem quantos eventos de custo nulo associados a cada recurso?	 	 	 		select idcase, resource, count(*) FROM events_log WHERE cost='null' GROUP BY idcase, resource			
	extra							Vamos considerar que custo NULO é custo 0 ou custo nulo mesmo, como a teoria considera?		Quantos eventos de custo nulo existem para cada caso, associados a cada recurso?								
	extra							Se for custo nulo mesmo, podemos fazer uma outra consulta para o custo zero.		Quantos eventos de custo nulo estão associados a cada recurso em cada caso?								
	extra									Para cada instância de processos, quantos eventos de custo nulo existem associados a cada recurso?								
	extra									Liste quantos eventos de custo nulo estão associados a cada recurso em cada uma das instâncias de processo.								
	extra									Informe quantos eventos de custo nulo existem associados a cada colaborador em cada uma das instâncias de processo registradas no log.								
											(fazer inglês)	 	 					
																		
104	medium	SELECT log1.costevent FROM log1 WHERE log1.costevent = 'terminal'	SELECT idevent, activity FROM log2 WHERE activity LIKE '%Remetido%'	2801	2801			Original		Quais eventos tem atividade 'remetida'?	Which events have 'remetido' on description activity?	SELECT idevent, activity FROM public.log2_excerpt10 where activity like '%Remetido%'	Quais eventos estão associados à atividade 'permissão rejeitada pelo diretor'?	Which events are associated with 'permit rejected by director' activity?	select * from events_log where activity='Permit rejected by director'	S	eventos	
	medium									Quais eventos estão associados à atividade 'remetida'?	 	 	 					
	medium									Quais são os eventos associados à atvidade 'remetida'?								
	medium									Liste os eventos associados à atividade 'remetida'.								
	medium									Informe o identificador dos eventos referentes à execução da atividade 'remetida'.								
	medium									Recupere o identificador de todos os eventos que dizem respeito à execução da atividade 'remetida'.								
	medium									Quais são os eventos decorrentes da execução da atividade 'remetida'?								
											(fazer inglês)	 	 					
																		
105	extra	SELECT Sum(log1.costevent), log1.costevent FROM log1 GROUP BY log1.costevent	SELECT enddatetime, count(idevent), sum(costevent) FROM log2 GROUP BY enddatetime ORDER BY enddatetime, count(idevent)	2802	2802			Original		Qual o custo total de todos os eventos finalizados ao dia?	What is the total cost of all finished events per day?	SELECT enddatetime , count(idevent) events, sum(costevent) total_cost FROM public.log2_excerpt10 group by 1 order by 1, 2	Qual o custo total de todos os eventos finalizados ao dia?			N	eventos	Avaliar como tratar essas questões de datas nas consultas
	extra									Qual é o custo total dos eventos finalizados por dia?	 	 	 					
	extra									Informe o custo total de todos os eventos finalizados por dia.								
	extra									Liste para cada dia, o custo total dos eventos finalizados naquele dia.								
	extra									Para cada dia, calcule o custo total dos eventos finalizados naquele dia.								
	extra									Recupere a soma dos custos de todos os eventos finalizados a cada dia.								
	extra									Calcule a soma dos eventos por cada dia registrado no log de eventos.								
											(fazer inglês)	 	 					
																		
106	extra	SELECT log1.activity FROM log1 WHERE log2.costevent > 'terminal' OR log1.activity = 'terminal' UNION SELECT log1.activity FROM log1 WHERE log2.costevent > 'terminal'	SELECT * FROM log8 WHERE activity LIKE '%SUPERVISOR%' OR activity LIKE '%DIRECTOR%' UNION SELECT * FROM log8 WHERE costevent >= 50	2804	2804			Original		Das atividades que necessitam de supervisor ou diretor, quais tem o custo de evento maior que 50?	Which activities require a supervisor or director and have an event cost greater than 50?	select * from public.log8_excerpt36 where activity like '%SUPERVISOR%' or activity like '%DIRECTOR%' union select * from public.log8_excerpt36 where costevent >= 50	Das atividades que necessitam de supervisor ou diretor, quais são as de execução com custo maior que 1000?		select * from events_log where (activity like '%supervisor%' or activity like '%director%' ) and cost >= 1000	S	eventos	Nesse caso, talvez necessite ajustar para eventos o enunciado. A declaração SQL precisa ter os parênteses no lugar correto
	extra									Das atividades que necessitam de supervisor ou diretor, quais são as de execução com custo maior que 50?	 	 	 					
	extra									Informe quais atividades tem custo maior que 50 e que necessitam de um supervisor ou um diretor associado à sua execução.								
	extra									Liste as atividades associadas a supervisores ou diretores e cuja execução custou mais do que 50?								
	extra									Quais atividades tem custo maior do que 50 e foram executadas sob a responsabilidade de um supervisor ou de um diretor?								
											(fazer inglês)	 	 					
																		
107	medium	SELECT Count(*), log1.idcase FROM log1 GROUP BY log1.idcase	SELECT count((idevent)), idcase FROM log5 WHERE idcase = idcase GROUP BY idcase	2805	2805			Original - não faz sentido		Qual é a quantidade de casos por evento?	What is the number of cases per event?	SELECT count ((idevent)), idcase FROM public.log5_excerpt24 where idcase = idcase group by idcase	Qual é a quatidade de eventos por caso?		SELECT count (*), idcase FROM events_log group by idcase	S	casos, eventos	
	medium							Corrigi		Qual é a quatidade de eventos por caso?	 	 	 					
	medium									Quantos eventos foram executados em cada caso?								
	medium									Qual é o tamanho de cada caso em termos de quantidade de eventos?								
	medium									Liste a quantidade de eventos associados a cada caso.								
	medium									Recupere quantos eventos foram executados em cada instância de processo.								
											(fazer inglês)	 	 					
																		
108	medium	SELECT Count(*), log2.resource FROM log2 GROUP BY log2.resource	SELECT count((idevent)), resource FROM log5 WHERE resource = resource GROUP BY resource	2806	2806			Original		Quantas tarefas foram atribuídas por recurso?	How many tasks were assigned per resource?	SELECT count ((idevent)), resource FROM public.log5_excerpt24 where resource = resource group by resource;	Quantas tarefas foram atribuídas por recurso?		SELECT COUNT(*), resource FROM events_log GROUP BY resource	S	eventos	Similar a 2669, 2674 e nova consulta da 2676
	medium									Quantas tarefas foram atribuídas a cada recurso?	 	 	 					
	medium									Quantas atividades foram executadas por recurso?								
	medium							Se houve um loop, como será contado isso? Será por instãncia de atividade? Daria para fazer outras paráfrases ou outro enunciado.		Qual a quantidade de atividades associadas a cada um dos recursos?								
	medium									Informe o número de atividades associadas a cada recurso presente no log de eventos.								
	medium									Para cada recurso, liste a quantidade de tarefas associadas a ele.								
											(fazer inglês)	 	 					
																		
109	extra	SELECT log1.idcase, Count(*) FROM log1 WHERE log1.idcase = 'terminal' GROUP BY log1.idcase	SELECT count(idcase), resource, idcase FROM log6 WHERE idcase = idcase AND resource = 'Alice' GROUP BY resource, idcase ORDER BY count(idcase) DESC	2811	2811			Original (do jeito que está fica mal posta)		Quais casos foram atribuídos para Alice solucionar e em quantas tarefas que ela está envolvida por caso?	Which cases have Alice been assigned to solve and how many tasks is she involved in per case?	SELECT count ((idcase)), resource, idcase FROM public.log6_excerpt29 where idcase = idcase and resource = 'Alice' group by resource, idcase order by count ((idcase)) desc	Quais casos foram atribuídos para Alexis solucionar e em quantas tarefas que ela está envolvida por caso?	Which cases have Alexis been assigned to solve and how many tasks is she involved in per case?	SELECT idcase, count(*) FROM events_log where resource = 'Alexis' GROUP by idcase	S	casos	
	extra							Corrigida		Em quais casos existem atividades atribuídas para Alice e em quantas atividades ela está envolvida em cada um desses casos?	 	 	 					
	extra									Em quais casos a Alice trabalhou e, para cada caso, informe quantas atividades foram associadas a ela em cada um deles.								
	extra									Informe em quais casos a Alice trabalhou e também quantas atividades foram associadas a ela em cada um deles.								
	extra									Liste o identificador dos casos nos quais aparece a Alice como recurso e informe em quantas atividades destes casos ela atuou.								
	extra							Embora parece diferente, implicitamente os casos em que ela atuou farão parte da respsota.		Quantas atividades forma atribuídas à Alice em cada um dos casos nos quais ela atuou?								
	extra									Quais tarefas foram associadas à Alice em cada uma das instâncias de processos em que ela atuou?								
											(fazer inglês)	 	 					
																		
110	medium	SELECT Count(*) FROM log1	SELECT count(*) FROM log8 AS act1 JOIN log8 AS act2 ON act1.idcase = act2.idcase WHERE act1.activity = 'Permit FINAL_APPROVED by SUPERVISOR' AND act2.activity = 'Start trip' AND act1.enddatetime < act2.enddatetime	2815	2815			Original usou semântica - é ÓTIMA		Quantas solicitações tiveram permissão com aprovação final do supervisor antes do início da viagem?	How many requests were allowed with final supervisor approval prior to commencing the trip?	SELECT count(DISTINCT *) FROM log8_excerpt39 act1 INNER JOIN log8_excerpt39 act2 ON act1.idcase = act2.idcase WHERE act1.activity = 'Permit FINAL_APPROVED by SUPERVISOR' AND act2.activity = 'Start trip' AND act1.enddatetime < act2.enddatetime	Quantas solicitações tiveram permissão com aprovação final do supervisor antes do início da viagem?		SELECT count (DISTINCT e1.idcase) FROM events_log e1 INNER JOIN events_log e2 ON e1.idcase = e2.idcase WHERE e1.activity = 'Permit final approved by supervisor' AND e2.activity = 'Start trip' AND e1.timestamp < e2.timestamp AND (e1.id +1) = e2.id	S	casos	Utilizei o id para identificar imediatamente antes, mas tenho dúvidas se podemos fazer isso, uma vez que não necessariamente os ids seguem a ordem cronológica dos eventos). Acho que para resolver precisa ter várias subconsultas
	medium							Reformulada		Quantos casos passaram pela atividade 'Permit FINAL_APPROVED by SUPERVISOR' antes de passar pela atividade 'start trip'?	 	 	 					
	medium							Estou na dúvida se não ter que ter o IMEDIATAMENTE ou O SEGUE DIRETAMENTE		Em quantos casos a atividade 'Permit FINAL_APPROVED by SUPERVISOR' ocorreu antes da atividade 'start trip'?								
	medium									Em quantos casos a atividade 'start trip' segue a atividade 'Permit FINAL_APPROVED by SUPERVISOR' eventualmente?								
	medium									Em quantas instâncias de processos um evento referente à atividade 'Permit FINAL_APPROVED by SUPERVISOR' ocorre antes do evento referente à atividade 'start trip'?								
	medium									Informe a quantidade de solicitações em que o início da viagem ocorre depois da permissão com aprovação final do supervisor.								
	medium									Em quantos casos a atividade 'start trip' ocorre depois da ocorrência da atividade 'Permit FINAL_APPROVED by SUPERVISOR'?								
											(fazer inglês)	 	 					
																		
111	extra	SELECT * FROM log1 WHERE * NOT IN (SELECT log1.costevent FROM log1 WHERE log1.costevent LIKE 'terminal')	SELECT * FROM log4 WHERE activity LIKE 'Closed' INTERSECT SELECT * FROM log4 WHERE startdatetime != ('2012-05-10')	2816	2816			Original - não faz sentido do jeito que está escrito, parece incompleto		Quais eventos foram fechados exceto no dia 10 de maio?	What events were closed except for the 10th of May?	select * from public.log4_excerpt19 where activity like 'Closed' intersect select * from public.log4_excerpt19 where startdatetime != ('2012-05-10')	Quais eventos associados à atividade 'fim de viagem' ocorreram no dia 12 de dezembro de 2017?	Which events were associated with 'end trip' activity occurred on 12th december of 2017?	select * from events_log where activity='End trip' and timestamp BETWEEN '2017-12-12' AND '2017-12-13'	S	eventos	
	extra							Reformulada		Quais eventos associados à atividade 'closed' não ocorreram no dia 10 de maio?	 	 	 					
	extra									Quais eventos associados à atividade 'closed' ocorreram antes ou depois do dia 10 de maio?								
	extra									Liste os identificadores dos eventos relacionados à execução da atividade 'closed' que ocorreram antes ou depois do dia 10 de maio.								
