1	Classificação Spider	Statement SQL gerado automaticamente	Statement SQL gerado pelo humano (corrigido?)			Acerto/errou	wh-question	Com asterisco = errada		Consulta em português	Consulta em inglês	Statement em SQL gerado pelo humano	 	
	medium									Quais atividades foram executadas mais do que cinco vezes?	 	 	 	
	medium									Quais são as atividades que aparecem mais do que cinco vezes no log de eventos?				
	medium									Quais as atividades que possuem mais do que cinco ocorrências no log de eventos?				
	medium									Quais as atividades que estão associadas a mais do que cinco eventos?				
	medium									Recupere o nome das atividades que possuem mais do que cinco ocorrências no log de eventos?				
	medium									Recupere o nome das atividades que estão associadas a mais do que cinco eventos?				
	medium									Recupere o nome das atividades que aparecem mais do que cinco vezes no log de eventos?				
	medium									Informe atividades que possuem mais do que cinco ocorrências no log de eventos?				
	medium									Informe atividades que estão associadas a mais do que cinco eventos?				
	medium									Informe as atividades que aparecem mais do que cinco vezes no log de eventos?				
											(fazer inglês)			
														
78	?						nova consulta	nova consulta para o SQL da consulta acima		Quais atividades foram executadas mais do que cinco vezes por caso?	 	"SELECT activity, COUNT(idcase) AS Contador FROM public.log1_excerpt1 GROUP BY activity HAVING COUNT(idcase) > 5;"	 	
	?									Quais são as atividades que aparecem mais do que cinco vezes em um único caso?				
	?									Quais as atividades que possuem mais do que cinco ocorrências por caso?				
	?									Quais as atividades que estão associadas a mais do que cinco eventos por caso?				
	?									Recupere o nome das atividades que possuem mais do que cinco ocorrências em um único caso?				
	?									Recupere o nome das atividades que estão associadas a mais do que cinco eventos em um único caso?				
	?									Recupere o nome das atividades que aparecem mais do que cinco vezes por caso?				
	?									Informe atividades que possuem mais do que cinco ocorrências por caso?				
	?									Informe atividades que estão associadas a mais do que cinco eventos por caso?				
	?									Informe as atividades que aparecem mais do que cinco vezes em um único caso?				
											(fazer inglês)			
													 	
79	easy	SELECT Count(*) FROM log1 WHERE log1.idcase = 'terminal'	SELECT count(*) FROM log8 WHERE idcase IN ('declaration 56300')	2769	2769			Original		"Quantos eventos ocorreram para o case ""declaration 56300"" ?"	"How many events has the case ""declaration 56300""?"	*select * from AUTORIZAÇÃO OU REEMBOLSO PARA VIAGEM ACADÊMICA where 'declaration 56300' in (idcase) count (idevent)	 	
	easy									Qual é o tamanho do trace associado ao case 'declaration 56300'?	What is the size of the trace associated with the case 'declaration 56300'?	"SELECT count(*) FROM log8 WHERE caseid IN ('declaration 56300');"	 	
	easy									Quantos eventos ocorreram no case 'declaration 56300'?	How many events occurred in the case 'declaration 56300'?	 	 	
	easy									Quantos eventos foram executados no case 'declaration 56300'?	How many events were executed in the case 'declaration 56300'?	 	 	
	easy									Quantos eventos o case 'declaration 56300' tem?	How many events does the 'declaration 56300' case have?	 	 	
	easy									Quantos eventos foram executados para o case 'declaration 56300'?	How many events were executed for case 'declaration 56300'?	"SELECT count(*) FROM log8 WHERE caseid = 'declaration 56300';"	 	
													 	
80	medium	SELECT Count(*) FROM log1 WHERE log1.activity = 'terminal' GROUP BY log1.activity HAVING Count(*) > 'terminal'	SELECT COUNT(idevent), activity FROM log1 WHERE enddatetime < '2016-03-08T00:00:00.000Z' GROUP BY activity HAVING COUNT(idevent) > 1	2771	2771			Original - conceitualmente errada		Qual o número de incidentes com o estado da atividade que tem enddatetime mais antigo que 08/03/2016, incluindo somente aqueles com mais de 1 evento?	What's the number of incidents with their activity state that have enddatetime older than 08/03/2016, including only those with more than 1 event?	"SELECT COUNT(idevent), activity FROM log_table WHERE enddatetime < 2016-03-08T00:00:00.000Z GROUP BY activity HAVING COUNT(idevent) > 1;"	 	
	medium									Informe as atividades que foram executadas mais de uma vez antes de 08/03/2016, e quantas vezes elas foram executadas.	 	 	 	
	medium									Liste as atividades que foram executadas mais de uma vez antes de 08/03/2016, e quantas vezes elas foram executadas.				
	medium									Recupere as atividades que foram executadas mais de uma vez antes de 08/03/2016, e quantas vezes elas foram executadas.				
	medium									Quais atividades foram executadas mais de uma vez antes de 08/03/2016, e quantas vezes elas foram executadas?				
	medium									Se alguma atividade foi executada mais de uma vez antes de 08/03/2016, recupere o nome da atividade e quantas vezes ela foi executada.				
	medium									Se alguma atividade foi executada mais de uma vez antes de 08/03/2016, liste o nome da atividade e quantas vezes ela foi executada.				
	medium									Se alguma atividade foi executada mais de uma vez antes de 08/03/2016, informe o nome da atividade e quantas vezes ela foi executada.				
	medium									Informe as atividades que foram executadas mais de uma vez antes de 08/03/2016, e o número de vezes que elas foram executadas.				
	medium									Liste as atividades que foram executadas mais de uma vez antes de 08/03/2016, e a quantidade de vezes que elas foram executadas.				
											(fazer inglês)	 	 	
													 	
81	?						nova consulta	Nova consulta - baseada em caso		Em quantos casos cada recurso atuou?				
	?									Em quantas instâncias de processos cada recurso atuou?				
	?									Informe o número de casos nos quais cada recurso atuou.				
	?									Informe o número de casos nos quais cada recurso trabalhou.				
	?									Informe o número de casos nos quais cada recurso esteve envolvido.				
	?									Informe o número de casos para os quais cada recurso foi alocado.				
	?									Em quantos casos cada recursos atuou?				
	?									A quantos casos cada recurso foi alocado?				
	?									Em quantas instâncias de processo cada recurso atuou?				
	?									A quantas instâncias de processo cada recurso foi associado?				
	?										(fazer inglês)			
														
82							nova consulta	Nova consulta - basead em evento		Quantas vezes um recurso atuou?				
										Recupere o número de vezes em que um recurso foi alocado.				
										Em quantos eventos cada recurso atuou?				
										A quantos eventos cada recurso foi associado?				
										Qual é o número de ocorrências da atuação de um recurso?				
										Calcule o número de vezes em que um recurso foi associado à execução de atividades.				
										Informe o número de ocorrências da atuação de um recurso.				
											(fazer inglês)			
													 	
83	hard	SELECT log1.idcase FROM log1 WHERE log1.costevent = 'terminal' UNION SELECT log1.idcase FROM log1 WHERE log1.costevent = 'terminal'	SELECT * FROM log3 WHERE resource = '112' OR resource = '11002' OR resource = '11179'	2773	2773			Original		Quais os casos onde o recurso é 112, 11002 ou 11179?	What's the cases where the resource is 112, 11002 or 11179?	"SELECT * FROM Log_table WHERE resource IN ('112', '11002', '11179');"	 	
	hard							refinando		Quais são os casos nos quais trabalharam o recurso 112, 11002 ou 11179?	What are the cases in which resource 112, 11002 or 11179 worked?	"SELECT * FROM Log_table WHERE resource = '112' OR resource = '11002' OR resource = '11179';"	 	
	hard									Liste todos os casos nos quais trabalharam um dos seguintes recursos: 112, 11002 ou 11179.	List all cases that one of the following resources worked on: 112, 11002, or 11179.	(fiz diferente, ver se funciona e se desse jeito continua com a mesma complexidade)	 	
	hard									Recupere os identificadores dos casos nos quais atuaram quaisquer um dos seguintes recursos: 112, 11002 ou 11179.	Retrieve the indentifier of cases in which any of the following resources acted: 112, 11002 or 11179.	 	 	
	hard									Quais são os casos em que um dos recursos seguintes atuaram: 112, 11002 ou 11179.	What are the cases in which one of the following resources acted: 112, 11002 or 11179.	 	 	
													 	
84	medium	SELECT Count(*) FROM log1 WHERE log1.startdatetime BETWEEN 'terminal' AND 'terminal'	SELECT COUNT(idevent), resource FROM log6 WHERE startdatetime BETWEEN '2012-05-01T00:00:00.000Z' AND '2012-06-01T00:00:00.000Z' GROUP BY resource	2775	2775			Original - formulação ruim		Quantos casos cada recurso tem que iniciaram entre 1/5/2012 e 1/6/2012?	How many cases each resource has that started between 1/5/2012 and 1/6/2012?	"SELECT COUNT(idevent), resource FROM Log_table WHERE startdatetime BETWEEN ""2012-05-01T00:00:00.000Z"" AND ""2012-06-01T00:00:00.000Z"" GROUP BY Country;"	 	
	medium							Reformulação (o SQL está no nível do evento)		Em quantos casos ocorridos entre 1/5/2012 e 1/6/2012 cada recurso está associado?	 	 	 	
	medium							essa consulta tem um detalhe, o caso INTEIRO precisa estar dentro do intervalo		Informe o número de casos ocorridos entre 1/5/2012 e 1/6/2012 aos quais cada recurso foi associado.				
	medium							fiz uma nova consulta em que parte do case precisa estar dentro do intervalo		Liste o número de casos ocorridos entre 1/5/2012 e 1/6/2012 aos quais cada recurso foi associado.				
	medium							Para esta consulta, e outras com data, vale fazer a correspondente colocando a data por extenso?		Recupere a quantidade de casos ocorridos entre 1/5/2012 e 1/6/2012 aos quais cada recurso foi associado.				
	medium									Calcule a quantidade de casos ocorridos entre 1/5/2012 e 1/6/2012 aos quais cada recurso foi associado.				
	medium									A quantas instâncias de processos ocorridas entre 1/5/2012 e 1/6/2012 cada recurso está associado?				
	medium									Em quantas instâncias de processos, executadas entre 1/5/2012 e 1/6/2012, cada recurso está associado?				
	medium									Em quantos casos, executados entre 1/5/2012 e 1/6/2012, cada recurso está associado?	(fazer inglês)			
													 	
85	?						nova consulta	nova consulta		A quantos casos, cujo algum evento ocorreu entre 1/5/2012 e 1/6/2012, cada recurso está associado?				
	?							(não sei se fui feliz)		A quantos casos cada recurso esteve associado, considerando eventos que ocorreram entre 1/5/2012 e 1/6/2012?				
											(fazer inglês)	 	 	
													 	
86	medium	SELECT log1.activity, log1.resource FROM log1 WHERE * NOT IN (SELECT log1.resource FROM log1 WHERE log1.resource = 'terminal')	SELECT activity, resource FROM log7 WHERE resource != '560532' AND resource != '560458'	2776	2776			Original - muito mal formulada		Qual o estado de atividade para casos que não estão em resource 560532 e 560458?	What's the activity state and resource for cases which are not in resource 560532 and 560458?	"SELECT activity, resource FROM Log_table WHERE resource NOT IN ('560532', '560458');"	 	
	medium							Reformulação		Liste as atividades e os recursos associados a eventos, desconsiderando aqueles em que os recursos 560532 e 560458 estão envolvidos.	 	 	 	
	medium									Informe as atividades e os recursos associados a eventos, desconsiderando aqueles em que os recursos 560532 e 560458 estão envolvidos.				
	medium									Recupere os nomes das atividades e os nomes dos recursos associados a eventos, desconsiderando aqueles em que os recursos 560532 e 560458 estão envolvidos.				
											(fazer inglês)	 	 	
													 	
87	medium	SELECT log1.startdatetime, log1.costevent FROM log1 EXCEPT SELECT log1.startdatetime, log1.costevent FROM log1 WHERE log1.costevent = 'terminal'	SELECT * FROM log8 WHERE activity = 'Start trip' OR activity = 'End trip'	2778	2778			Original com semântica		Quais viagens foram iniciadas ou terminadas e que ainda não tiveram seus pagamentos solicitados ou efetuados ?	Which trips have started or ended and which payments have not yet been requested or paid ?	"SELECT idcase from AUTORIZAÇÃO OU REEMBOLSO PARA VIAGEM ACADÊMICA WHERE activity IN ('start trip', 'end trip') and activity NOT IN ('request payment"", 'payment handled')"	 	
	medium							Sem semântica		"Liste os casos em que ocorreram as atividades 'start trip' ou 'end trip' e que não ocorreram as atividades 'request payment"" e 'payment handled'"	 	 	 	
	medium							(com e sem semântica deveriam ser consideradas consultas diferentes?)		"Liste as instâncias de processos nas quais as atividades  'start trip' ou 'end trip'  ocorreram mas as atividades 'request payment"" e 'payment handled' não ocorreram."				
	medium									"Informe os casos em que ocorreram as atividades 'start trip' ou 'end trip' e que não ocorreram as atividades 'request payment"" e 'payment handled'"				
	medium									"Recupere as instâncias de processos nas quais as atividades  'start trip' ou 'end trip'  ocorreram mas as atividades 'request payment"" e 'payment handled' não ocorreram."				
	medium									Recupere os casos nos quais há ocorrência das atividades 'start trip' ou 'end trip' mas não há ocorrência das atividades 'request payment' e 'payment handled'.				
	medium							Com semântica		Informe todos os casos referentes a atividades iniciadas ou finalizadas para as quais os pagamentos ainda não foram solicitados ou efetuados.	 	 	 	
	medium									Quais são o casos em que houve registro de início de viagem ou de fim de viagem mas que não houve registro de solicitação e efetuação de pagamento.				
	medium									Em quais instâncias de processos, com marcação de início ou fim de viagem, não foram observadas a solicitação e efetuação de pagamento?				
											(fazer inglês)			
													 	
88	easy	SELECT log1.idevent FROM log1 EXCEPT SELECT log1.resource FROM log1	SELECT idevent FROM log3 WHERE resource = 'null'	2780	2780			Original		Relacione os eventos que não foram utilizados ou reportado uso de recursos	List events that have not been used or reported resource usage	SELECT idevent FROM REQUISIÇÕES DE EMPRÉSTIMOS WHERE resource is null	 	
	easy							Apenas arrumando a consulta original		Relacione os eventos em que não foram utilizados ou reportado o uso de recursos.	List the events in which resource usage was not used or reported.	SELECT ideevent FROM log3 WHERE resource IS NULL	 	
	easy							Melhorando		Liste todos os eventos que não estão associados a recursos.	List all events that are not associated with resources.	SELECT * FROM log3 WHERE resource IS NULL	 	
	easy									Quais são os eventos que não estão associados a recursos?	What are the events that are not associated with resources?	 	 	
	easy									Recupere os identificadores de eventos que não estão associados a recursos.	Retrieve event identifiers that are not associated with resources.	 	 	
	easy									Liste todos os eventos para os quais nenhum recurso foi associado.	List all events for which no resource has been associated.	 	 	
	easy									Quais são os eventos aos quais nenhum recurso foi associado?	What are the events that no resources were associated with?	 	 	
	easy									Recupere os identificadores de eventos para os quais nenhum recurso foi associado.	Retrieve event identifiers for which no resources have been associated.	 	 	
													 	
	extra	SELECT log1.idcase FROM log1 WHERE log1.costevent = 'terminal'	SELECT idcase FROM log1 WHERE enddatetime BETWEEN '2016-03-01' AND '2016-03-31' AND activity IN (SELECT activity from log1 where activity = 'New' OR activity = 'Active')	2781	2781			*Original - usou a semântica do atributo e acho que não ficou boa, pois acho que a consulta não resolve ela		Quais casos foram abertos em março de 2016 ?	What cases were opened in March 2016?	select idcase from GERENCIAMENTO DE INCIDENTES where activity in ('new', 'active') and enddatetime between (2016-03-01'and 2016-03-31)	 	
	extra							refinei para adequar à consulta		Em quais casos a atividade 'new' foi executada em março de 2016 ?	 	"por que o aluno colocou o ""active"" tb? Acho que não precisa"	 	
	extra							"para ser aberto teria que ser tal forma que a atividade new fosse ""primeiramente"" executada em março de 2016 - a ideia é boa, mas não sei se dá para resolver com SQL - PENSAR"		 	 	 	 	
								(Paráfrases de Thais)		(fazer mais - olhar inglês)				
													 	
	medium	SELECT log1.resource FROM log1 GROUP BY log1.resource HAVING Count(*) > 'terminal'	SELECT resource, count(activity) FROM log4 GROUP BY resource HAVING COUNT(activity) > 5	2783	2783			Original (tem semântica)		Quais os recursos tem mais de 5 atuações nos incidentes?	Which resources have more than 5 actions on incidents?	SELECT resource, count(activity) as numeroAtividades FROM log4_excerpt18 GROUP BY resource HAVING COUNT(activity) > 5	 	
	medium									Quais recursos atuaram mais de cinco vezes em um incidente?	 	 	 	
	medium									Quais recursos atuaram mais de cinco vezes em um mesmo caso?	 	 	 	
								(Paráfrases de Thais)		(fazer mais - olhar inglês)				
													 	
	hard	SELECT log1.activity FROM log1 GROUP BY log1.activity ORDER BY Count(*) Desc LIMIT 1	SELECT activity, COUNT(activity) FROM log6 GROUP BY activity ORDER BY count(activity) DESC LIMIT 1	2787	2787			Original		Qual é a atividade que é mais recorrente no log?	What activity is most recurrent in the log?	select activity, COUNT(activity) as qtd from log6_excerpt29 group by activity order by count(activity) DESC limit 1	 	
	hard									Qual atividade aparece mais vezes no log de eventos?	Which activity appears most often in the event log?	 	 	
	hard									Qual é o nome da atividade que foi executada mais vezes nesse processo de negócio?	What is the name of the activity that was executed the most times in this business process?	 	 	
	hard									Informe o nome da atividade mais frequente nesse log de eventos.	Inform the name of the most frequent activity in this event log.	 	 	
													 	
	hard	SELECT log1.resource FROM log1 JOIN log3 WHERE log1.activity = 'terminal' GROUP BY log1.resource ORDER BY Count(*) Desc LIMIT 1	SELECT resource, COUNT(resource) FROM log6 WHERE activity = 'In Progress' GROUP BY resource ORDER BY count(resource) DESC	2788	2788			*Original (a requisição não corresponde exatamente à consulta)		Quais os recursos que mais atuam na atividade 'In Progress'? Considerando do maior para o menor.	What resources are most active in the 'In Progress' activity? Considering from the biggest to the smallest.	select resource, COUNT(resource) as qtd from log6_excerpt29 where activity = 'In Progress' group by resource order by count(resource) DESC limit 10	 	
	hard							(fiz uma nova para atender à consulta e mudei a requisição aqui nesta)		Quais os 10 recursos que mais atuam na atividade 'In Progress'? Considerando do maior para o menor.	What are the 10 most active resources in the activity 'In Progress'? Considering from largest to smallest.	 	 	
	hard									"Apresente em ordem descrescente, os 10 recursos que mais atuam na atividade ""In Progress""."	"Present in descending order, the 10 resources that most act in the activity ""In Progress""."	 	 	
													 	
	?						nova consulta	nova consulta		"Apresente os recursos presentes no log de eventos ordenando os por ordem descrescente do número de vezes em que cada um atuou na atividade ""In Progress""."	"Present the resources existent in the event log by ordering them in descending order of the number of times each one acted in the activity ""In Progress""."	select resource, COUNT(resource) as qtd from log6_excerpt29 where activity = 'In Progress' group by resource order by count(resource) DESC	 	
														
								(Paráfrases de Thais)		(fazer mais - olhar inglês)				
													 	
	extra	SELECT Count(*) FROM log1 WHERE log1.idcase = 'terminal' UNION SELECT log1.idcase FROM log1 WHERE log1.idcase = 'terminal'	SELECT count(DISTINCT idcase) FROM log6 WHERE activity = 'Assigned' AND resource IN (SELECT resource FROM log6 where resource = 'Marie' OR resource = 'Peter')	2789	2789			*Original - não parece um uso correto da semãntica da atividade		Quanto problemas foram atribuídos à Peter e Marie?	How many problem were Peter and Marie assigned to?	select count(distinct idcase) from log6_excerpt29 where resource in ('Marie', 'Peter') and activity = 'Assigned'	 	
	extra							reescrevi		Em quantos cases os resucros Peter e Maried foram associados à execução da atividade 'assigned'?	 	 	 	
	extra							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	hard	SELECT log2.activity FROM log2 WHERE log1.idcase = 'terminal' EXCEPT SELECT log2.activity FROM log1 WHERE log1.idcase = 'terminal'	SELECT activity FROM log6 WHERE idcase = '1-147898401' EXCEPT SELECT activity FROM log6 WHERE idcase = '1-236817141'	2790	2790			Original		Existem atividades no idcase 'X' que não acontecem no idcase 'Y'?	Are there activities in idcase 'X' that do not happen in idcase 'Y'?	select activity from log6_excerpt29 where idcase = '1-147898401' except select activity from log6_excerpt29 where idcase = '1-236817141'	 	
	hard							(colocar valores no X e Y e refinar)		Quais atividades existentes no idcase '1-147898401' não acontecem no idcase '1-236817141'?	Which activities existing in idcase '1-147898401' do not happen in idcase '1-236817141'?	 	 	
	hard							(boa ideia de requisição)		Liste todas as atividades que foram executadas no caso '1-147898401' mas não foram executadas no caso '1-236817141'.	List all activities that were performed on case '1-147898401' but were not performed on case '1-236817141'.	 	 	
	hard									Recupere o nome das atividades que fizeram parte do caso '1-147898401' e não fizeram parte do caso '1-236817141'.	Retrieve the name of activities that were part of case '1-147898401' and not part of case '1-236817141'.	 	 	
													 	
	extra	SELECT log1.resource FROM log1 JOIN log2 WHERE log2.activity = 'terminal' GROUP BY log1.resource HAVING Count(*) > 'terminal'	SELECT resource, count(activity) FROM log6 WHERE activity = 'Closed' GROUP BY idcase, resource, activity HAVING count(activity) >= 2	2791	2791			Original		Quais recursos atuaram na atividade 'closed' mais do que duas vezes?	Which resources acted in the 'closed' activity more than twice?	select resource, count(activity) from log6_excerpt28 where activity = 'Closed' group by idcase, resource, activity having count(activity) >= 2	 	
	extra										 	 	 	
	extra							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	medium	SELECT log1.resource FROM log1 WHERE log1.startdatetime >= 'terminal' AND log1.enddatetime <= 'terminal'	SELECT DISTINCT idcase FROM log6 WHERE activity = 'In Progress' AND startdatetime BETWEEN '2012-05-01' AND '2012-05-02'	2792	2792			Original - inadequada, usou semântica.		Quais problemas estavam em progresso entre '2012-05-01' e '2012-05-10'?	Which problems were in progress between '2012-05-01' and '2012-05-10'?	select distinct idcase from log6_excerpt29 where activity = 'In Progress' and startdatetime between '2012-05-01' and '2012-05-02'	 	
	medium							Reformulada		Quais cases passaram pela atividade 'em progresso' entre '2012-05-01' e '2012-05-10'?	 	 	 	
	medium										 	 	 	
								(Paráfrases de Thais)		(fazer mais - olhar inglês)				
													 	
	medium	SELECT Count(*), log5.idcase FROM log5 GROUP BY log5.idcase	SELECT idcase, count(DISTINCT resource) FROM log3 GROUP BY idcase	2795	2795					Quantos ids de 'resources' existem para cada 'idcase'?	How many ids of 'resources' are there for each 'idcase'?	"SELECT idcase, count(distinct resource) as num_resources_id FROM public.log3_excerpt15 group by 1;"	 	
	medium									Quantos recursos trabalham em cada case?	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	extra	SELECT log1.resource FROM log1 WHERE log1.resource = 'terminal'	SELECT DISTINCT idcase FROM log5 WHERE resource = 'Niklas' AND idcase NOT IN (SELECT idcase FROM log5 WHERE resource != 'Niklas')	2796	2796			Original		Quais problemas foram inteiramente tratados por Niklas?	Which problems were fully handle by Niklas?	SELECT DISTINCT idcase FROM log5_excerpt21 WHERE resource = 'Niklas' AND idcase <> ALL (SELECT idcase FROM log5_excerpt21 WHERE resource <> 'Niklas')	 	
	extra							ótima consulta		Quais cases foram interamente tratados por Niklas?	 	fiquei confusa, funciona e está retornando o resultado correto?	 	
	extra							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	?						nova consulta	nova consulta (achei que poderia ser boa)		Quais cases foram interamente tratados pelo mesmo recurso?	 	fazer	 	
	?										 	 	 	
	?							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	medium	SELECT log1.idcase FROM log1 GROUP BY log1.idcase HAVING Count(*) > 'terminal'	SELECT idcase, enddatetime, count(idevent) FROM log7 GROUP BY idcase, enddatetime HAVING count(idevent) > 1	2799	2799					Quais 'idcases' registraram multiplos 'events' em um dia?	Which 'idcases' registered multiple 'events' in one day?	SELECT idcase, enddatetime, count(idevent) as n_events FROM public.log7_excerpt35 group by 1,2 HAVING COUNT(3) > 1	 	
	medium									Quais cases registraram múltiplos eventos em um dia?	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	extra	SELECT log1.idcase, Count(*) FROM log1 WHERE log1.costevent = 'terminal' GROUP BY log1.idcase	select idcase, resource, COUNT(*) from log7 where costevent = 'null' GROUP BY idcase, resource	2800	2800			Original		Para cada case, existem quantos eventos de custo nulo em cada recurso?	For each case, how many null-cost events are there in each resource?	SELECT idcase, resource, COUNT(case when costevent is NULL then 1 end) FROM public.log7_excerpt35 group by 1,2	 	
	extra									Quantos eventos de custo nulo existe para cada case associada a cada recurso?	 	 	 	
	extra							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	medium	SELECT log1.costevent FROM log1 WHERE log1.costevent = 'terminal'	SELECT idevent, activity FROM log2 WHERE activity LIKE '%Remetido%'	2801	2801					Quais eventos tem atividade 'remetida'?	Which events have 'remetido' on description activity?	SELECT idevent, activity FROM public.log2_excerpt10 where activity like '%Remetido%'	 	
	medium									Quais eventos estão associados à atividade 'remetida'?	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	extra	SELECT Sum(log1.costevent), log1.costevent FROM log1 GROUP BY log1.costevent	SELECT enddatetime, count(idevent), sum(costevent) FROM log2 GROUP BY enddatetime ORDER BY enddatetime, count(idevent)	2802	2802			Original		Qual o custo total de todos os eventos finalizados ao dia?	What is the total cost of all finished events per day?	SELECT enddatetime , count(idevent) events, sum(costevent) total_cost FROM public.log2_excerpt10 group by 1 order by 1, 2	 	
	extra									Qual é o custo total dos eventos por dia?	 	 	 	
	extra							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	extra	SELECT log1.activity FROM log1 WHERE log2.costevent > 'terminal' OR log1.activity = 'terminal' UNION SELECT log1.activity FROM log1 WHERE log2.costevent > 'terminal'	SELECT * FROM log8 WHERE activity LIKE '%SUPERVISOR%' OR activity LIKE '%DIRECTOR%' UNION SELECT * FROM log8 WHERE costevent >= 50	2804	2804			Original		Das atividades que necessitam de supervisor ou diretor, quais tem o custo de evento maior que 50?	Which activities require a supervisor or director and have an event cost greater than 50?	select * from public.log8_excerpt36 where activity like '%SUPERVISOR%' or activity like '%DIRECTOR%' union select * from public.log8_excerpt36 where costevent >= 50	 	
	extra										 	 	 	
	extra							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	medium	SELECT Count(*), log1.idcase FROM log1 GROUP BY log1.idcase	SELECT count((idevent)), idcase FROM log5 WHERE idcase = idcase GROUP BY idcase	2805	2805			Original - não faz sentido		Qual é a quantidade de casos por evento?	What is the number of cases per event?	SELECT count ((idevent)), idcase FROM public.log5_excerpt24 where idcase = idcase group by idcase	 	
	medium							Corrigi		Qual é a quatidade de eventos por caso?	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	medium	SELECT Count(*), log2.resource FROM log2 GROUP BY log2.resource	SELECT count((idevent)), resource FROM log5 WHERE resource = resource GROUP BY resource	2806	2806					Quantas tarefas foram atribuídas por recurso?	How many tasks were assigned per resource?	"SELECT count ((idevent)), resource FROM public.log5_excerpt24 where resource = resource group by resource;"	 	
	medium										 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	extra	SELECT log1.idcase, Count(*) FROM log1 WHERE log1.idcase = 'terminal' GROUP BY log1.idcase	SELECT count(idcase), resource, idcase FROM log6 WHERE idcase = idcase AND resource = 'Alice' GROUP BY resource, idcase ORDER BY count(idcase) DESC	2811	2811			Original		Quais casos foram atribuídos para Alice solucionar e em quantas tarefas que ela está envolvida por caso?	Which cases have Alice been assigned to solve and how many tasks is she involved in per case?	SELECT count ((idcase)), resource, idcase FROM public.log6_excerpt29 where idcase = idcase and resource = 'Alice' group by resource, idcase order by count ((idcase)) desc	 	
	extra										 	 	 	
	extra							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	medium	SELECT Count(*) FROM log1	SELECT count(*) FROM log8 AS act1 JOIN log8 AS act2 ON act1.idcase = act2.idcase WHERE act1.activity = 'Permit FINAL_APPROVED by SUPERVISOR' AND act2.activity = 'Start trip' AND act1.enddatetime < act2.enddatetime	2815	2815			Original usou semântica - é ótima		Quantas solicitações tiveram permissão com aprovação final do supervisor antes do início da viagem?	How many requests were allowed with final supervisor approval prior to commencing the trip?	SELECT count(DISTINCT *) FROM log8_excerpt39 act1 INNER JOIN log8_excerpt39 act2 ON act1.idcase = act2.idcase WHERE act1.activity = 'Permit FINAL_APPROVED by SUPERVISOR' AND act2.activity = 'Start trip' AND act1.enddatetime < act2.enddatetime	 	
	medium							Reformulada		Quantos casos passaram pela atividade 'Permit FINAL_APPROVED by SUPERVISOR' imediatamente antes de passar pela atividade 'start trip'?	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	extra	SELECT * FROM log1 WHERE * NOT IN (SELECT log1.costevent FROM log1 WHERE log1.costevent LIKE 'terminal')	SELECT * FROM log4 WHERE activity LIKE 'Closed' INTERSECT SELECT * FROM log4 WHERE startdatetime != ('2012-05-10')	2816	2816			Original - não faz sentido		Quais eventos foram fechados exceto no dia 10 de maio?	What events were closed except for the 10th of May?	select * from public.log4_excerpt19 where activity like 'Closed' intersect select * from public.log4_excerpt19 where startdatetime != ('2012-05-10')	 	
	extra							Reformulada		Quais eventos associados à atividade 'closed' ocorreram no dia 10 de maio?	 	 	 	
	extra							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
	medium	SELECT Count(*), log2.activity FROM log2	SELECT resource, count(idevent), count(activity) FROM log4 GROUP BY resource	2817	2817			Original - a escrita não está clara e redundante		Quantos eventos e atividades foram feitos por cada responsável em resource?	How many events and activities were carried out by each person responsible in the resource?	select resource, count(idevent) n_events, count(activity) n_activities from public.log4_excerpt19 group by 1	 	
	medium							Reformulada		Em quantos eventos cada responsável atuou?				
	medium									Em quantas execuções de atividades cada responsável atuou?	 	 	 	
	medium							(Paráfrases de Thais)		(fazer mais - olhar inglês)	 	 	 	
													 	
